OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600548,Sample-Routine,Water,Surface Water,2016-08-09,19:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Peak stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Total Coliform,Total,1700000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600295,Sample-Routine,Water,Surface Water,2016-04-13,15:30:00,MST,,,,,,,,,,,,,U.S. National Park Service,USGS-313343110024701,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,100,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,U.S. National Park Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600059,Sample-Routine,Water,Surface Water,2016-01-05,04:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,220000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600059,Sample-Routine,Water,Surface Water,2016-01-05,04:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Total Coliform,Total,2400000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600839,Sample-Routine,Water,Surface Water,2016-09-21,14:25:00,MST,,,,,,,,,,,,,U.S. National Park Service,USGS-313343110024701,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,220,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,U.S. National Park Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600063,Sample-Routine,Water,Surface Water,2016-01-05,12:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,99000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600063,Sample-Routine,Water,Surface Water,2016-01-05,12:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Total Coliform,Total,690000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600695,Quality Control Sample-Field Replicate,Water,Surface Water,2016-06-01,05:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,78,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600695,Quality Control Sample-Field Replicate,Water,Surface Water,2016-06-01,05:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Total Coliform,Total,2400,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01700117,Sample-Routine,Water,Surface Water,2016-12-07,14:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,"Stable, normal stage",Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,1,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01700117,Sample-Routine,Water,Surface Water,2016-12-07,14:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,"Stable, normal stage",Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Total Coliform,Total,51,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600813,Sample-Routine,Water,Surface Water,2016-06-27,08:12:00,MST,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-312809110592801,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,550,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,"Friends of the Santa Cruz River, Tubac, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600125,Sample-Routine,Water,Surface Water,2016-01-05,00:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,Peak stage,Earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,230000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600125,Sample-Routine,Water,Surface Water,2016-01-05,00:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,Peak stage,Earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Total Coliform,Total,1300000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600192,Sample-Routine,Water,Surface Water,2016-03-01,22:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,120,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600192,Sample-Routine,Water,Surface Water,2016-03-01,22:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600750,Sample-Routine,Water,Surface Water,2016-09-07,06:14:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,Rising stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,440000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600750,Sample-Routine,Water,Surface Water,2016-09-07,06:14:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,Rising stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600617,Sample-Routine,Water,Surface Water,2016-08-03,20:45:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312654110573201,,,Peak stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,140000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600617,Sample-Routine,Water,Surface Water,2016-08-03,20:45:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312654110573201,,,Peak stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600622,Sample-Routine,Water,Surface Water,2016-08-09,13:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312750110582801,,,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,13000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600622,Sample-Routine,Water,Surface Water,2016-08-09,13:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312750110582801,,,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,240000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01700057,Sample-Routine,Water,Surface Water,2016-12-08,11:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,"Stable, normal stage",Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,48,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01700057,Sample-Routine,Water,Surface Water,2016-12-08,11:00:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,"Stable, normal stage",Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01700076,Sample-Routine,Water,Surface Water,2016-12-07,19:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,"Stable, normal stage",Volcanic action,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,28,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01700076,Sample-Routine,Water,Surface Water,2016-12-07,19:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,"Stable, normal stage",Volcanic action,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600286,Quality Control Sample-Field Replicate,Water,Surface Water,2016-03-24,08:00:00,MST,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-313854111025701,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Escherichia coli,,250,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,"Friends of the Santa Cruz River, Tubac, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01700090,Sample-Routine,Water,Surface Water,2016-12-08,10:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,"Stable, normal stage",Earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,96,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01700090,Sample-Routine,Water,Surface Water,2016-12-08,10:15:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,"Stable, normal stage",Earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600683,Quality Control Sample-Field Replicate,Water,Surface Water,2016-07-06,19:50:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,Rising stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,,,Escherichia coli,,770000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,,,,,,,,,,,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600683,Quality Control Sample-Field Replicate,Water,Surface Water,2016-07-06,19:50:00,MST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,,Rising stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,"Sampler, point, automatic",,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,sample was diluted,Upper Reporting Limit,2400000,MPN/100 ml,,,,,,,,,,,,,,,,,NWIS
