OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600097,Sample-Routine,Water,Surface Water,10/29/2015,9:30:00,MST,,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-312809110592801,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581476,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500637,Quality Control Sample-Field Replicate,Water,Surface Water,3/11/2015,13:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149601,,,Escherichia coli,,14,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500637,Quality Control Sample-Field Replicate,Water,Surface Water,3/11/2015,13:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149602,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500658,Quality Control Sample-Field Replicate,Water,Surface Water,3/2/2015,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149946,,,Escherichia coli,,26,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500658,Quality Control Sample-Field Replicate,Water,Surface Water,3/2/2015,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149947,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500477,Sample-Routine,Water,Surface Water,7/24/2015,22:23:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083554,,,Escherichia coli,,770000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500477,Sample-Routine,Water,Surface Water,7/24/2015,22:23:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083555,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500516,Sample-Routine,Water,Surface Water,8/21/2015,0:50:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Peak stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083956,,,Escherichia coli,,550000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500516,Sample-Routine,Water,Surface Water,8/21/2015,0:50:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Peak stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083957,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500516,Sample-Routine,Water,Surface Water,8/21/2015,0:50:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Peak stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083963,,,Enterococcus,,460000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,99601,,,,,,,,,BAC06,USGS,"Enterococci,EnterolertQuantitray",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500371,Sample-Routine,Water,Surface Water,7/30/2015,20:06:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222477,,,Escherichia coli,,2400000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500371,Sample-Routine,Water,Surface Water,7/30/2015,20:06:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222478,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500525,Sample-Routine,Water,Surface Water,8/21/2015,3:05:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084047,,,Escherichia coli,,280000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500525,Sample-Routine,Water,Surface Water,8/21/2015,3:05:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084048,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500620,Sample-Routine,Water,Surface Water,7/24/2015,19:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313148111011101,,,,Falling stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103140067,,,Escherichia coli,,1600000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500620,Sample-Routine,Water,Surface Water,7/24/2015,19:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313148111011101,,,,Falling stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103140068,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500612,Sample-Routine,Water,Surface Water,6/9/2015,11:10:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313148111011101,,,,Rising stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103139972,,,Escherichia coli,,82000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500612,Sample-Routine,Water,Surface Water,6/9/2015,11:10:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313148111011101,,,,Rising stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103139973,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,240000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500402,Sample-Routine,Water,Surface Water,9/21/2015,13:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Peak stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222801,,,Escherichia coli,,1000000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500402,Sample-Routine,Water,Surface Water,9/21/2015,13:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312551110573901,,"""dilution 1:1,000""",,Peak stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-102222802,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600093,Sample-Routine,Water,Surface Water,10/21/2015,14:30:00,MST,,,,,,,,,,,,,,U.S. National Park Service,USGS-313343110024701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581420,,,Escherichia coli,,690,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600093,Sample-Routine,Water,Surface Water,10/21/2015,14:30:00,MST,,,,,,,,,,,,,,U.S. National Park Service,USGS-313343110024701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581421,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500457,Sample-Routine,Water,Surface Water,7/2/2015,5:40:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083346,,,Escherichia coli,,410000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500457,Sample-Routine,Water,Surface Water,7/2/2015,5:40:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083347,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500665,Quality Control Sample-Field Replicate,Water,Surface Water,3/3/2015,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103149983,,,Escherichia coli,,71,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500665,Quality Control Sample-Field Replicate,Water,Surface Water,3/3/2015,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103149984,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500444,Sample-Routine,Water,Surface Water,7/1/2015,22:51:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083242,,,Escherichia coli,,18000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500444,Sample-Routine,Water,Surface Water,7/1/2015,22:51:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083243,,,Total Coliform,Total,960000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500470,Sample-Routine,Water,Surface Water,7/16/2015,14:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083484,,,Escherichia coli,,820,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500470,Sample-Routine,Water,Surface Water,7/16/2015,14:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083485,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500474,Sample-Routine,Water,Surface Water,7/24/2015,21:38:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083523,,,Escherichia coli,,610000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500474,Sample-Routine,Water,Surface Water,7/24/2015,21:38:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083524,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500624,Quality Control Sample-Field Replicate,Water,Surface Water,1/31/2015,11:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,Peak stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149397,,,Escherichia coli,,120000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.111111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500624,Quality Control Sample-Field Replicate,Water,Surface Water,1/31/2015,11:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,Peak stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149398,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.111111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,240000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500662,Sample-Routine,Water,Surface Water,3/3/2015,7:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103149968,,,Escherichia coli,,190,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500662,Sample-Routine,Water,Surface Water,3/3/2015,7:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103149969,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500430,Quality Control Sample-Field Replicate,Water,Surface Water,1/30/2015,14:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Peak stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083058,,,Escherichia coli,,140000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.111111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500430,Quality Control Sample-Field Replicate,Water,Surface Water,1/30/2015,14:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Peak stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083059,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.111111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,240000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500676,Sample-Routine,Water,Surface Water,6/9/2015,13:10:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103150077,,,Escherichia coli,,9900,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500676,Sample-Routine,Water,Surface Water,6/9/2015,13:10:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103150078,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,240000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600114,Sample-Routine,Water,Surface Water,12/28/2015,9:45:00,MST,,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-312551110573901,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581709,,,Escherichia coli,,84,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500748,Sample-Routine,Water,Surface Water,1/29/2015,9:05:00,MST,,,,,,,,,,,,,,"Friends of the Santa Cruz River, Tubac, AZ",USGS-313343110024701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103581046,,,Escherichia coli,,14,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
